,category,stage,year,quarter,dfj_new,region,count,cases
2905,Adoption,End,2018,4,Bristol DFJ,SOUTH WEST,22,22
2906,Adoption,Start,2018,4,Bristol DFJ,SOUTH WEST,19,19
2907,Adoption,End,2018,4,Devon DFJ,SOUTH WEST,24,24
2908,Adoption,Start,2018,4,Devon DFJ,SOUTH WEST,23,23
2909,Adoption,End,2018,4,Portsmouth DFJ,SOUTH WEST,46,44
2910,Adoption,Start,2018,4,Portsmouth DFJ,SOUTH WEST,54,54
2911,Adoption,End,2018,4,Swindon DFJ,SOUTH WEST,19,19
2912,Adoption,Start,2018,4,Swindon DFJ,SOUTH WEST,19,19
2913,Adoption,End,2018,4,Taunton DFJ,SOUTH WEST,9,9
2914,Adoption,Start,2018,4,Taunton DFJ,SOUTH WEST,10,10
2915,Adoption,End,2018,4,Truro DFJ,SOUTH WEST,13,12
2916,Adoption,Start,2018,4,Truro DFJ,SOUTH WEST,10,10
2917,Adoption,End,2018,4,Caernarfon DFJ,WALES,6,6
2918,Adoption,Start,2018,4,Caernarfon DFJ,WALES,4,4
2919,Adoption,End,2018,4,South East Wales DFJ,WALES,43,39
2920,Adoption,Start,2018,4,South East Wales DFJ,WALES,60,60
2921,Adoption,End,2018,4,Swansea DFJ,WALES,23,23
2922,Adoption,Start,2018,4,Swansea DFJ,WALES,34,34
2923,Adoption,End,2018,4,Wrexham DFJ,WALES,8,8
2924,Adoption,Start,2018,4,Wrexham DFJ,WALES,10,10
2925,Adoption,End,2019,1,Central Family Court,LONDON,51,51
2926,Adoption,Start,2019,1,Central Family Court,LONDON,52,52
2927,Adoption,End,2019,1,East London Family Court,LONDON,49,48
2928,Adoption,Start,2019,1,East London Family Court,LONDON,47,47
2929,Adoption,End,2019,1,West London Family Court,LONDON,28,28
2930,Adoption,Start,2019,1,West London Family Court,LONDON,24,24
2931,Adoption,End,2019,1,Birmingham DJF,MIDLANDS,17,17
2932,Adoption,Start,2019,1,Birmingham DJF,MIDLANDS,31,31
2933,Adoption,End,2019,1,Coventry DFJ,MIDLANDS,23,23
2934,Adoption,Start,2019,1,Coventry DFJ,MIDLANDS,14,14
2935,Adoption,End,2019,1,Derby DFJ,MIDLANDS,21,21
2936,Adoption,Start,2019,1,Derby DFJ,MIDLANDS,19,19
2937,Adoption,End,2019,1,Leicester DFJ,MIDLANDS,30,30
2938,Adoption,Start,2019,1,Leicester DFJ,MIDLANDS,27,27
2939,Adoption,End,2019,1,Lincoln DFJ,MIDLANDS,13,13
2940,Adoption,Start,2019,1,Lincoln DFJ,MIDLANDS,18,18
2941,Adoption,End,2019,1,Northampton DFJ,MIDLANDS,11,11
2942,Adoption,Start,2019,1,Northampton DFJ,MIDLANDS,23,23
2943,Adoption,End,2019,1,Nottingham DFJ,MIDLANDS,34,34
2944,Adoption,Start,2019,1,Nottingham DFJ,MIDLANDS,24,24
2945,Adoption,End,2019,1,Stoke on Trent DFJ,MIDLANDS,28,28
2946,Adoption,Start,2019,1,Stoke on Trent DFJ,MIDLANDS,14,14
2947,Adoption,End,2019,1,Wolverhampton DFJ,MIDLANDS,53,53
2948,Adoption,Start,2019,1,Wolverhampton DFJ,MIDLANDS,61,61
2949,Adoption,End,2019,1,Worcester DFJ,MIDLANDS,30,30
2950,Adoption,Start,2019,1,Worcester DFJ,MIDLANDS,12,12
2951,Adoption,End,2019,1,Cleveland and South Durham DFJ,NORTH EAST,36,36
2952,Adoption,Start,2019,1,Cleveland and South Durham DFJ,NORTH EAST,16,16
2953,Adoption,End,2019,1,Kingston-upon-Hull DFJ,NORTH EAST,13,13
2954,Adoption,Start,2019,1,Kingston-upon-Hull DFJ,NORTH EAST,19,19
2955,Adoption,End,2019,1,Leeds DFJ,NORTH EAST,58,58
2956,Adoption,Start,2019,1,Leeds DFJ,NORTH EAST,63,63
2957,Adoption,End,2019,1,Newcastle upon Tyne DFJ,NORTH EAST,55,55
2958,Adoption,Start,2019,1,Newcastle upon Tyne DFJ,NORTH EAST,52,52
2959,Adoption,End,2019,1,Sheffield DFJ,NORTH EAST,45,45
2960,Adoption,Start,2019,1,Sheffield DFJ,NORTH EAST,57,57
2961,Adoption,End,2019,1,York DFJ,NORTH EAST,8,8
2962,Adoption,Start,2019,1,York DFJ,NORTH EAST,11,11
2963,Adoption,End,2019,1,Carlisle DFJ,NORTH WEST,17,17
2964,Adoption,Start,2019,1,Carlisle DFJ,NORTH WEST,16,16
2965,Adoption,End,2019,1,Liverpool DFJ,NORTH WEST,53,52
2966,Adoption,Start,2019,1,Liverpool DFJ,NORTH WEST,75,75
2967,Adoption,End,2019,1,Manchester DFJ,NORTH WEST,74,74
2968,Adoption,Start,2019,1,Manchester DFJ,NORTH WEST,100,100
2969,Adoption,End,2019,1,Preston DFJ,NORTH WEST,31,31
2970,Adoption,Start,2019,1,Preston DFJ,NORTH WEST,34,34
2971,Adoption,End,2019,1,Brighton DFJ,SOUTH EAST,29,29
2972,Adoption,Start,2019,1,Brighton DFJ,SOUTH EAST,33,33
2973,Adoption,End,2019,1,Chelmsford DFJ,SOUTH EAST,87,87
2974,Adoption,Start,2019,1,Chelmsford DFJ,SOUTH EAST,69,69
2975,Adoption,End,2019,1,Guildford DFJ,SOUTH EAST,10,10
2976,Adoption,Start,2019,1,Guildford DFJ,SOUTH EAST,12,12
2977,Adoption,End,2019,1,Luton DFJ,SOUTH EAST,15,15
2978,Adoption,Start,2019,1,Luton DFJ,SOUTH EAST,3,3
2979,Adoption,End,2019,1,Medway DFJ,SOUTH EAST,48,48
2980,Adoption,Start,2019,1,Medway DFJ,SOUTH EAST,32,32
2981,Adoption,End,2019,1,Milton Keynes DFJ,SOUTH EAST,16,16
2982,Adoption,Start,2019,1,Milton Keynes DFJ,SOUTH EAST,14,14
2983,Adoption,End,2019,1,Norwich DFJ,SOUTH EAST,30,29
2984,Adoption,Start,2019,1,Norwich DFJ,SOUTH EAST,28,28
2985,Adoption,End,2019,1,Oxford DFJ,SOUTH EAST,9,9
2986,Adoption,Start,2019,1,Oxford DFJ,SOUTH EAST,17,17
2987,Adoption,End,2019,1,Peterborough DFJ,SOUTH EAST,22,22
2988,Adoption,Start,2019,1,Peterborough DFJ,SOUTH EAST,22,22
2989,Adoption,End,2019,1,Reading DFJ,SOUTH EAST,16,16
2990,Adoption,Start,2019,1,Reading DFJ,SOUTH EAST,20,20
2991,Adoption,End,2019,1,Watford DFJ,SOUTH EAST,10,10
2992,Adoption,Start,2019,1,Watford DFJ,SOUTH EAST,12,12
2993,Adoption,End,2019,1,Bournemouth and Poole DFJ,SOUTH WEST,22,22
2994,Adoption,Start,2019,1,Bournemouth and Poole DFJ,SOUTH WEST,25,25
2995,Adoption,End,2019,1,Bristol DFJ,SOUTH WEST,20,20
2996,Adoption,Start,2019,1,Bristol DFJ,SOUTH WEST,31,31
2997,Adoption,End,2019,1,Devon DFJ,SOUTH WEST,23,22
2998,Adoption,Start,2019,1,Devon DFJ,SOUTH WEST,31,31
2999,Adoption,End,2019,1,Portsmouth DFJ,SOUTH WEST,47,47
3000,Adoption,Start,2019,1,Portsmouth DFJ,SOUTH WEST,36,36
3001,Adoption,End,2019,1,Swindon DFJ,SOUTH WEST,15,15
3002,Adoption,Start,2019,1,Swindon DFJ,SOUTH WEST,16,16
3003,Adoption,End,2019,1,Taunton DFJ,SOUTH WEST,8,8
3004,Adoption,Start,2019,1,Taunton DFJ,SOUTH WEST,6,6
3005,Adoption,End,2019,1,Truro DFJ,SOUTH WEST,12,12
3006,Adoption,Start,2019,1,Truro DFJ,SOUTH WEST,13,13
3007,Adoption,End,2019,1,Caernarfon DFJ,WALES,6,6
3008,Adoption,Start,2019,1,Caernarfon DFJ,WALES,5,5
3009,Adoption,End,2019,1,South East Wales DFJ,WALES,66,65
3010,Adoption,Start,2019,1,South East Wales DFJ,WALES,59,59
3011,Adoption,End,2019,1,Swansea DFJ,WALES,27,27
3012,Adoption,Start,2019,1,Swansea DFJ,WALES,23,23
3013,Adoption,End,2019,1,Wrexham DFJ,WALES,16,16
3014,Adoption,Start,2019,1,Wrexham DFJ,WALES,10,10
3015,Adoption,End,2019,2,Central Family Court,LONDON,36,36
3016,Adoption,Start,2019,2,Central Family Court,LONDON,28,28
3017,Adoption,End,2019,2,East London Family Court,LONDON,33,33
3018,Adoption,Start,2019,2,East London Family Court,LONDON,26,26
3019,Adoption,End,2019,2,West London Family Court,LONDON,13,12
3020,Adoption,Start,2019,2,West London Family Court,LONDON,23,23
3021,Adoption,End,2019,2,Birmingham DJF,MIDLANDS,34,34
3022,Adoption,Start,2019,2,Birmingham DJF,MIDLANDS,35,35
3023,Adoption,End,2019,2,Coventry DFJ,MIDLANDS,18,18
3024,Adoption,Start,2019,2,Coventry DFJ,MIDLANDS,16,16
3025,Adoption,End,2019,2,Derby DFJ,MIDLANDS,20,19
3026,Adoption,Start,2019,2,Derby DFJ,MIDLANDS,22,22
3027,Adoption,End,2019,2,Leicester DFJ,MIDLANDS,23,21
3028,Adoption,Start,2019,2,Leicester DFJ,MIDLANDS,11,11
3029,Adoption,End,2019,2,Lincoln DFJ,MIDLANDS,14,14
3030,Adoption,Start,2019,2,Lincoln DFJ,MIDLANDS,23,23
3031,Adoption,End,2019,2,Northampton DFJ,MIDLANDS,25,25
3032,Adoption,Start,2019,2,Northampton DFJ,MIDLANDS,20,20
3033,Adoption,End,2019,2,Nottingham DFJ,MIDLANDS,16,15
3034,Adoption,Start,2019,2,Nottingham DFJ,MIDLANDS,27,27
3035,Adoption,End,2019,2,Stoke on Trent DFJ,MIDLANDS,12,12
3036,Adoption,Start,2019,2,Stoke on Trent DFJ,MIDLANDS,23,23
3037,Adoption,End,2019,2,Wolverhampton DFJ,MIDLANDS,48,48
3038,Adoption,Start,2019,2,Wolverhampton DFJ,MIDLANDS,55,55
3039,Adoption,End,2019,2,Worcester DFJ,MIDLANDS,13,13
3040,Adoption,Start,2019,2,Worcester DFJ,MIDLANDS,18,18
3041,Adoption,End,2019,2,Cleveland and South Durham DFJ,NORTH EAST,22,22
3042,Adoption,Start,2019,2,Cleveland and South Durham DFJ,NORTH EAST,28,28
3043,Adoption,End,2019,2,Kingston-upon-Hull DFJ,NORTH EAST,24,24
3044,Adoption,Start,2019,2,Kingston-upon-Hull DFJ,NORTH EAST,29,29
3045,Adoption,End,2019,2,Leeds DFJ,NORTH EAST,68,68
3046,Adoption,Start,2019,2,Leeds DFJ,NORTH EAST,51,51
3047,Adoption,End,2019,2,Newcastle upon Tyne DFJ,NORTH EAST,49,49
3048,Adoption,Start,2019,2,Newcastle upon Tyne DFJ,NORTH EAST,56,56
3049,Adoption,End,2019,2,Sheffield DFJ,NORTH EAST,38,38
3050,Adoption,Start,2019,2,Sheffield DFJ,NORTH EAST,40,40
3051,Adoption,End,2019,2,York DFJ,NORTH EAST,8,8
3052,Adoption,Start,2019,2,York DFJ,NORTH EAST,12,12
3053,Adoption,End,2019,2,Carlisle DFJ,NORTH WEST,12,12
3054,Adoption,Start,2019,2,Carlisle DFJ,NORTH WEST,12,12
3055,Adoption,End,2019,2,Liverpool DFJ,NORTH WEST,73,73
3056,Adoption,Start,2019,2,Liverpool DFJ,NORTH WEST,38,38
3057,Adoption,End,2019,2,Manchester DFJ,NORTH WEST,87,87
3058,Adoption,Start,2019,2,Manchester DFJ,NORTH WEST,75,75
3059,Adoption,End,2019,2,Preston DFJ,NORTH WEST,42,41
3060,Adoption,Start,2019,2,Preston DFJ,NORTH WEST,33,33
3061,Adoption,End,2019,2,Brighton DFJ,SOUTH EAST,25,25
3062,Adoption,Start,2019,2,Brighton DFJ,SOUTH EAST,37,37
3063,Adoption,End,2019,2,Chelmsford DFJ,SOUTH EAST,51,50
3064,Adoption,Start,2019,2,Chelmsford DFJ,SOUTH EAST,53,53
3065,Adoption,End,2019,2,Guildford DFJ,SOUTH EAST,15,15
3066,Adoption,Start,2019,2,Guildford DFJ,SOUTH EAST,12,12
3067,Adoption,End,2019,2,Luton DFJ,SOUTH EAST,4,4
3068,Adoption,Start,2019,2,Luton DFJ,SOUTH EAST,12,12
3069,Adoption,End,2019,2,Medway DFJ,SOUTH EAST,41,41
3070,Adoption,Start,2019,2,Medway DFJ,SOUTH EAST,48,48
3071,Adoption,End,2019,2,Milton Keynes DFJ,SOUTH EAST,13,12
3072,Adoption,Start,2019,2,Milton Keynes DFJ,SOUTH EAST,28,28
3073,Adoption,End,2019,2,Norwich DFJ,SOUTH EAST,22,22
3074,Adoption,Start,2019,2,Norwich DFJ,SOUTH EAST,20,20
3075,Adoption,End,2019,2,Oxford DFJ,SOUTH EAST,10,10
3076,Adoption,Start,2019,2,Oxford DFJ,SOUTH EAST,17,17
3077,Adoption,End,2019,2,Peterborough DFJ,SOUTH EAST,17,17
3078,Adoption,Start,2019,2,Peterborough DFJ,SOUTH EAST,26,26
3079,Adoption,End,2019,2,Reading DFJ,SOUTH EAST,16,16
3080,Adoption,Start,2019,2,Reading DFJ,SOUTH EAST,21,21
3081,Adoption,End,2019,2,Watford DFJ,SOUTH EAST,15,15
3082,Adoption,Start,2019,2,Watford DFJ,SOUTH EAST,12,12
3083,Adoption,End,2019,2,Bournemouth and Poole DFJ,SOUTH WEST,12,12
3084,Adoption,Start,2019,2,Bournemouth and Poole DFJ,SOUTH WEST,14,14
3085,Adoption,End,2019,2,Bristol DFJ,SOUTH WEST,16,16
3086,Adoption,Start,2019,2,Bristol DFJ,SOUTH WEST,35,35
3087,Adoption,End,2019,2,Devon DFJ,SOUTH WEST,35,35
3088,Adoption,Start,2019,2,Devon DFJ,SOUTH WEST,25,25
3089,Adoption,End,2019,2,Portsmouth DFJ,SOUTH WEST,47,47
3090,Adoption,Start,2019,2,Portsmouth DFJ,SOUTH WEST,34,34
3091,Adoption,End,2019,2,Swindon DFJ,SOUTH WEST,20,20
3092,Adoption,Start,2019,2,Swindon DFJ,SOUTH WEST,17,17
3093,Adoption,End,2019,2,Taunton DFJ,SOUTH WEST,6,6
3094,Adoption,Start,2019,2,Taunton DFJ,SOUTH WEST,18,18
3095,Adoption,End,2019,2,Truro DFJ,SOUTH WEST,9,9
3096,Adoption,Start,2019,2,Truro DFJ,SOUTH WEST,9,9
3097,Adoption,End,2019,2,Caernarfon DFJ,WALES,4,4
3098,Adoption,Start,2019,2,Caernarfon DFJ,WALES,3,3
3099,Adoption,End,2019,2,South East Wales DFJ,WALES,56,54
3100,Adoption,Start,2019,2,South East Wales DFJ,WALES,59,59
3101,Adoption,End,2019,2,Swansea DFJ,WALES,27,27
3102,Adoption,Start,2019,2,Swansea DFJ,WALES,19,19
3103,Adoption,End,2019,2,Wrexham DFJ,WALES,15,15
3104,Adoption,Start,2019,2,Wrexham DFJ,WALES,13,13
3105,Adoption,End,2019,3,Central Family Court,LONDON,45,45
3106,Adoption,Start,2019,3,Central Family Court,LONDON,38,38
3107,Adoption,End,2019,3,East London Family Court,LONDON,30,30
3108,Adoption,Start,2019,3,East London Family Court,LONDON,34,34
3109,Adoption,End,2019,3,West London Family Court,LONDON,29,29
3110,Adoption,Start,2019,3,West London Family Court,LONDON,32,32
3111,Adoption,End,2019,3,Birmingham DJF,MIDLANDS,33,33
3112,Adoption,Start,2019,3,Birmingham DJF,MIDLANDS,19,19
3113,Adoption,End,2019,3,Coventry DFJ,MIDLANDS,13,13
3114,Adoption,Start,2019,3,Coventry DFJ,MIDLANDS,27,27
3115,Adoption,End,2019,3,Derby DFJ,MIDLANDS,26,25
3116,Adoption,Start,2019,3,Derby DFJ,MIDLANDS,13,13
3117,Adoption,End,2019,3,Leicester DFJ,MIDLANDS,15,15
3118,Adoption,Start,2019,3,Leicester DFJ,MIDLANDS,22,22
3119,Adoption,End,2019,3,Lincoln DFJ,MIDLANDS,24,23
3120,Adoption,Start,2019,3,Lincoln DFJ,MIDLANDS,14,14
3121,Adoption,End,2019,3,Northampton DFJ,MIDLANDS,17,17
3122,Adoption,Start,2019,3,Northampton DFJ,MIDLANDS,14,14
3123,Adoption,End,2019,3,Nottingham DFJ,MIDLANDS,16,16
3124,Adoption,Start,2019,3,Nottingham DFJ,MIDLANDS,24,24
3125,Adoption,End,2019,3,Stoke on Trent DFJ,MIDLANDS,15,15
3126,Adoption,Start,2019,3,Stoke on Trent DFJ,MIDLANDS,23,23
3127,Adoption,End,2019,3,Wolverhampton DFJ,MIDLANDS,62,62
3128,Adoption,Start,2019,3,Wolverhampton DFJ,MIDLANDS,30,30
3129,Adoption,End,2019,3,Worcester DFJ,MIDLANDS,18,18
3130,Adoption,Start,2019,3,Worcester DFJ,MIDLANDS,18,18
3131,Adoption,End,2019,3,Cleveland and South Durham DFJ,NORTH EAST,22,22
3132,Adoption,Start,2019,3,Cleveland and South Durham DFJ,NORTH EAST,24,24
3133,Adoption,End,2019,3,Kingston-upon-Hull DFJ,NORTH EAST,26,26
3134,Adoption,Start,2019,3,Kingston-upon-Hull DFJ,NORTH EAST,20,20
3135,Adoption,End,2019,3,Leeds DFJ,NORTH EAST,49,48
3136,Adoption,Start,2019,3,Leeds DFJ,NORTH EAST,38,38
3137,Adoption,End,2019,3,Newcastle upon Tyne DFJ,NORTH EAST,59,58
3138,Adoption,Start,2019,3,Newcastle upon Tyne DFJ,NORTH EAST,69,69
3139,Adoption,End,2019,3,Sheffield DFJ,NORTH EAST,46,46
3140,Adoption,Start,2019,3,Sheffield DFJ,NORTH EAST,34,34
3141,Adoption,End,2019,3,York DFJ,NORTH EAST,10,10
3142,Adoption,Start,2019,3,York DFJ,NORTH EAST,7,7
3143,Adoption,End,2019,3,Carlisle DFJ,NORTH WEST,8,8
3144,Adoption,Start,2019,3,Carlisle DFJ,NORTH WEST,14,14
3145,Adoption,End,2019,3,Liverpool DFJ,NORTH WEST,70,68
3146,Adoption,Start,2019,3,Liverpool DFJ,NORTH WEST,59,59
3147,Adoption,End,2019,3,Manchester DFJ,NORTH WEST,72,72
3148,Adoption,Start,2019,3,Manchester DFJ,NORTH WEST,121,121
3149,Adoption,End,2019,3,Preston DFJ,NORTH WEST,38,38
3150,Adoption,Start,2019,3,Preston DFJ,NORTH WEST,41,41
3151,Adoption,End,2019,3,Brighton DFJ,SOUTH EAST,40,40
3152,Adoption,Start,2019,3,Brighton DFJ,SOUTH EAST,25,25
3153,Adoption,End,2019,3,Chelmsford DFJ,SOUTH EAST,49,48
3154,Adoption,Start,2019,3,Chelmsford DFJ,SOUTH EAST,30,30
3155,Adoption,End,2019,3,Guildford DFJ,SOUTH EAST,13,13
3156,Adoption,Start,2019,3,Guildford DFJ,SOUTH EAST,16,16
3157,Adoption,End,2019,3,Luton DFJ,SOUTH EAST,8,8
3158,Adoption,Start,2019,3,Luton DFJ,SOUTH EAST,2,2
3159,Adoption,End,2019,3,Medway DFJ,SOUTH EAST,50,50
3160,Adoption,Start,2019,3,Medway DFJ,SOUTH EAST,41,41
3161,Adoption,End,2019,3,Milton Keynes DFJ,SOUTH EAST,27,25
3162,Adoption,Start,2019,3,Milton Keynes DFJ,SOUTH EAST,23,23
3163,Adoption,End,2019,3,Norwich DFJ,SOUTH EAST,21,21
3164,Adoption,Start,2019,3,Norwich DFJ,SOUTH EAST,27,27
3165,Adoption,End,2019,3,Oxford DFJ,SOUTH EAST,17,17
3166,Adoption,Start,2019,3,Oxford DFJ,SOUTH EAST,3,3
3167,Adoption,End,2019,3,Peterborough DFJ,SOUTH EAST,16,16
3168,Adoption,Start,2019,3,Peterborough DFJ,SOUTH EAST,26,26
3169,Adoption,End,2019,3,Reading DFJ,SOUTH EAST,27,26
3170,Adoption,Start,2019,3,Reading DFJ,SOUTH EAST,10,10
3171,Adoption,End,2019,3,Watford DFJ,SOUTH EAST,14,14
3172,Adoption,Start,2019,3,Watford DFJ,SOUTH EAST,2,2
3173,Adoption,End,2019,3,Bournemouth and Poole DFJ,SOUTH WEST,19,19
3174,Adoption,Start,2019,3,Bournemouth and Poole DFJ,SOUTH WEST,21,21
3175,Adoption,End,2019,3,Bristol DFJ,SOUTH WEST,23,23
3176,Adoption,Start,2019,3,Bristol DFJ,SOUTH WEST,31,31
3177,Adoption,End,2019,3,Devon DFJ,SOUTH WEST,24,24
3178,Adoption,Start,2019,3,Devon DFJ,SOUTH WEST,16,16
3179,Adoption,End,2019,3,Portsmouth DFJ,SOUTH WEST,33,33
3180,Adoption,Start,2019,3,Portsmouth DFJ,SOUTH WEST,29,29
3181,Adoption,End,2019,3,Swindon DFJ,SOUTH WEST,19,19
3182,Adoption,Start,2019,3,Swindon DFJ,SOUTH WEST,22,22
3183,Adoption,End,2019,3,Taunton DFJ,SOUTH WEST,19,19
3184,Adoption,Start,2019,3,Taunton DFJ,SOUTH WEST,12,12
3185,Adoption,End,2019,3,Truro DFJ,SOUTH WEST,11,11
3186,Adoption,Start,2019,3,Truro DFJ,SOUTH WEST,10,10
3187,Adoption,End,2019,3,Caernarfon DFJ,WALES,7,7
3188,Adoption,Start,2019,3,Caernarfon DFJ,WALES,2,2
3189,Adoption,End,2019,3,South East Wales DFJ,WALES,57,55
3190,Adoption,Start,2019,3,South East Wales DFJ,WALES,59,59
3191,Adoption,End,2019,3,Swansea DFJ,WALES,24,24
3192,Adoption,Start,2019,3,Swansea DFJ,WALES,25,25
3193,Adoption,End,2019,3,Wrexham DFJ,WALES,9,9
3194,Adoption,Start,2019,3,Wrexham DFJ,WALES,9,9
3195,Adoption,End,2019,4,Central Family Court,LONDON,33,33
3196,Adoption,Start,2019,4,Central Family Court,LONDON,45,45
3197,Adoption,End,2019,4,East London Family Court,LONDON,36,36
3198,Adoption,Start,2019,4,East London Family Court,LONDON,30,30
3199,Adoption,End,2019,4,West London Family Court,LONDON,25,25
3200,Adoption,Start,2019,4,West London Family Court,LONDON,21,21
3201,Adoption,End,2019,4,Birmingham DJF,MIDLANDS,25,25
3202,Adoption,Start,2019,4,Birmingham DJF,MIDLANDS,31,31
3203,Adoption,End,2019,4,Coventry DFJ,MIDLANDS,23,23
3204,Adoption,Start,2019,4,Coventry DFJ,MIDLANDS,12,12
3205,Adoption,End,2019,4,Derby DFJ,MIDLANDS,15,15
3206,Adoption,Start,2019,4,Derby DFJ,MIDLANDS,22,22
3207,Adoption,End,2019,4,Leicester DFJ,MIDLANDS,26,26
3208,Adoption,Start,2019,4,Leicester DFJ,MIDLANDS,23,23
3209,Adoption,End,2019,4,Lincoln DFJ,MIDLANDS,14,14
3210,Adoption,Start,2019,4,Lincoln DFJ,MIDLANDS,13,13
3211,Adoption,End,2019,4,Northampton DFJ,MIDLANDS,15,15
3212,Adoption,Start,2019,4,Northampton DFJ,MIDLANDS,20,20
3213,Adoption,End,2019,4,Nottingham DFJ,MIDLANDS,24,24
3214,Adoption,Start,2019,4,Nottingham DFJ,MIDLANDS,27,27
3215,Adoption,End,2019,4,Stoke on Trent DFJ,MIDLANDS,17,17
3216,Adoption,Start,2019,4,Stoke on Trent DFJ,MIDLANDS,24,24
3217,Adoption,End,2019,4,Wolverhampton DFJ,MIDLANDS,32,32
3218,Adoption,Start,2019,4,Wolverhampton DFJ,MIDLANDS,32,32
3219,Adoption,End,2019,4,Worcester DFJ,MIDLANDS,12,12
3220,Adoption,Start,2019,4,Worcester DFJ,MIDLANDS,24,24
3221,Adoption,End,2019,4,Cleveland and South Durham DFJ,NORTH EAST,24,24
3222,Adoption,Start,2019,4,Cleveland and South Durham DFJ,NORTH EAST,27,27
3223,Adoption,End,2019,4,Kingston-upon-Hull DFJ,NORTH EAST,18,18
3224,Adoption,Start,2019,4,Kingston-upon-Hull DFJ,NORTH EAST,25,25
3225,Adoption,End,2019,4,Leeds DFJ,NORTH EAST,52,52
3226,Adoption,Start,2019,4,Leeds DFJ,NORTH EAST,66,66
3227,Adoption,End,2019,4,Newcastle upon Tyne DFJ,NORTH EAST,69,69
3228,Adoption,Start,2019,4,Newcastle upon Tyne DFJ,NORTH EAST,62,62
3229,Adoption,End,2019,4,Sheffield DFJ,NORTH EAST,44,44
3230,Adoption,Start,2019,4,Sheffield DFJ,NORTH EAST,50,50
3231,Adoption,End,2019,4,York DFJ,NORTH EAST,9,9
3232,Adoption,Start,2019,4,York DFJ,NORTH EAST,13,13
3233,Adoption,End,2019,4,Carlisle DFJ,NORTH WEST,13,13
3234,Adoption,Start,2019,4,Carlisle DFJ,NORTH WEST,17,17
3235,Adoption,End,2019,4,Liverpool DFJ,NORTH WEST,50,49
3236,Adoption,Start,2019,4,Liverpool DFJ,NORTH WEST,50,50
3237,Adoption,End,2019,4,Manchester DFJ,NORTH WEST,108,108
3238,Adoption,Start,2019,4,Manchester DFJ,NORTH WEST,84,84
3239,Adoption,End,2019,4,Preston DFJ,NORTH WEST,42,42
3240,Adoption,Start,2019,4,Preston DFJ,NORTH WEST,47,47
3241,Adoption,End,2019,4,Brighton DFJ,SOUTH EAST,28,28
3242,Adoption,Start,2019,4,Brighton DFJ,SOUTH EAST,15,15
3243,Adoption,End,2019,4,Chelmsford DFJ,SOUTH EAST,44,44
3244,Adoption,Start,2019,4,Chelmsford DFJ,SOUTH EAST,45,45
3245,Adoption,End,2019,4,Guildford DFJ,SOUTH EAST,15,15
3246,Adoption,Start,2019,4,Guildford DFJ,SOUTH EAST,12,12
3247,Adoption,End,2019,4,Luton DFJ,SOUTH EAST,7,7
3248,Adoption,Start,2019,4,Luton DFJ,SOUTH EAST,6,6
3249,Adoption,End,2019,4,Medway DFJ,SOUTH EAST,31,31
3250,Adoption,Start,2019,4,Medway DFJ,SOUTH EAST,43,43
3251,Adoption,End,2019,4,Milton Keynes DFJ,SOUTH EAST,27,25
3252,Adoption,Start,2019,4,Milton Keynes DFJ,SOUTH EAST,19,19
3253,Adoption,End,2019,4,Norwich DFJ,SOUTH EAST,29,29
3254,Adoption,Start,2019,4,Norwich DFJ,SOUTH EAST,19,19
3255,Adoption,End,2019,4,Oxford DFJ,SOUTH EAST,6,6
3256,Adoption,Start,2019,4,Oxford DFJ,SOUTH EAST,15,15
3257,Adoption,End,2019,4,Peterborough DFJ,SOUTH EAST,33,33
3258,Adoption,Start,2019,4,Peterborough DFJ,SOUTH EAST,14,14
3259,Adoption,End,2019,4,Reading DFJ,SOUTH EAST,14,13
3260,Adoption,Start,2019,4,Reading DFJ,SOUTH EAST,16,16
3261,Adoption,End,2019,4,Watford DFJ,SOUTH EAST,4,4
3262,Adoption,Start,2019,4,Watford DFJ,SOUTH EAST,7,7
3263,Adoption,End,2019,4,Bournemouth and Poole DFJ,SOUTH WEST,15,15
3264,Adoption,Start,2019,4,Bournemouth and Poole DFJ,SOUTH WEST,20,20
3265,Adoption,End,2019,4,Bristol DFJ,SOUTH WEST,37,37
3266,Adoption,Start,2019,4,Bristol DFJ,SOUTH WEST,26,26
3267,Adoption,End,2019,4,Devon DFJ,SOUTH WEST,15,15
3268,Adoption,Start,2019,4,Devon DFJ,SOUTH WEST,28,28
3269,Adoption,End,2019,4,Portsmouth DFJ,SOUTH WEST,36,36
3270,Adoption,Start,2019,4,Portsmouth DFJ,SOUTH WEST,32,32
3271,Adoption,End,2019,4,Swindon DFJ,SOUTH WEST,23,23
3272,Adoption,Start,2019,4,Swindon DFJ,SOUTH WEST,17,17
3273,Adoption,End,2019,4,Taunton DFJ,SOUTH WEST,15,15
3274,Adoption,Start,2019,4,Taunton DFJ,SOUTH WEST,5,5
3275,Adoption,End,2019,4,Truro DFJ,SOUTH WEST,7,7
3276,Adoption,Start,2019,4,Truro DFJ,SOUTH WEST,13,13
3277,Adoption,End,2019,4,Caernarfon DFJ,WALES,1,1
3278,Adoption,Start,2019,4,Caernarfon DFJ,WALES,3,3
3279,Adoption,End,2019,4,South East Wales DFJ,WALES,59,59
3280,Adoption,Start,2019,4,South East Wales DFJ,WALES,59,59
3281,Adoption,End,2019,4,Swansea DFJ,WALES,22,22
